Employee_ID,Gender,Age,Education_Level,Employee_Satisfaction_Score
60907,Male,27,Master,2.98
60908,Female,29,High School,3.74
60909,Male,49,High School,1.42
60910,Male,36,Master,3.79
60911,Female,47,Master,3.7
60912,Male,57,Bachelor,1.58
60913,Male,23,Bachelor,1.62
60914,Female,51,Bachelor,1.86
60915,Male,43,Bachelor,4.71
60916,Male,46,High School,4.36
60917,Male,26,Master,4.75
60918,Male,54,Bachelor,1.4
60919,Female,53,Bachelor,3.79
60920,Male,30,Master,2.51
60921,Female,50,Bachelor,4.53
60922,Female,22,Bachelor,3.43
60923,Female,59,Bachelor,2.25
60924,Female,33,Bachelor,4.47
60925,Female,26,Bachelor,4.66
60926,Male,50,High School,3.58
60927,Female,43,High School,2.18
60928,Male,54,High School,4.1
60929,Male,59,PhD,1.91
60930,Male,51,Bachelor,2.91
60931,Male,60,Bachelor,2.48
60932,Male,50,Bachelor,4.26
60933,Female,40,High School,4.86
60934,Male,25,Master,3.73
60935,Other,22,Bachelor,3.17
60936,Male,22,Bachelor,2.72
60937,Female,56,Bachelor,1.24
60938,Male,57,Bachelor,3.35
60939,Female,25,High School,4.16
60940,Female,32,High School,2.3
60941,Male,53,High School,3.95
60942,Male,58,High School,1.59
60943,Male,38,High School,2.69
60944,Male,53,Master,2.65
60945,Female,57,PhD,1.33
60946,Male,52,Bachelor,2.03
60947,Female,56,Bachelor,4.23
60948,Male,22,Bachelor,1.45
60949,Female,30,High School,3.16
60950,Male,37,Bachelor,1.19
60951,Other,33,High School,1.18
60952,Male,52,Bachelor,3.51
60953,Other,58,Bachelor,3.67
60954,Female,56,High School,2.01
60955,Female,36,Bachelor,2.24
60956,Female,51,Bachelor,1.73
60957,Female,38,Bachelor,2.48
60958,Male,25,High School,2.35
60959,Female,30,High School,3.24
60960,Male,58,PhD,2.78
60961,Female,31,Bachelor,3.02
60962,Female,38,Bachelor,1.62
60963,Male,47,High School,1.1
60964,Male,43,PhD,4.57
60965,Female,26,Bachelor,4.25
60966,Male,55,Bachelor,4.13
60967,Other,23,Bachelor,3.5
60968,Female,24,Bachelor,2.05
60969,Male,51,Bachelor,4.48
60970,Male,26,Master,1.2
60971,Female,58,Bachelor,3.57
60972,Male,36,Bachelor,1.55
60973,Female,59,Bachelor,1.44
60974,Male,58,Bachelor,3.31
60975,Male,52,PhD,1.29
60976,Male,58,Bachelor,4.89
60977,Female,31,High School,4.9
60978,Female,22,Bachelor,2.6
60979,Male,43,Bachelor,3.38
60980,Female,30,Bachelor,4.02
60981,Male,59,Bachelor,1.64
60982,Male,50,High School,3.01
60983,Female,32,Bachelor,2.86
60984,Male,30,Master,2.84
60985,Female,55,Bachelor,4.07
60986,Male,24,High School,2.32
60987,Male,27,Bachelor,1.21
60988,Female,54,Bachelor,1.44
60989,Female,51,PhD,4.24
60990,Female,29,Bachelor,1.26
60991,Male,55,Bachelor,1.96
60992,Female,55,Bachelor,1.59
60993,Male,24,PhD,1.09
60994,Female,25,Bachelor,4.67
60995,Male,55,Bachelor,3.49
60996,Male,24,High School,4.35
60997,Female,28,High School,4.72
60998,Female,46,Bachelor,2.95
60999,Male,27,Master,3.42
61000,Female,29,Master,3.51
61001,Female,50,High School,4.96
61002,Female,58,Master,4.4
61003,Male,23,Bachelor,1.81
61004,Female,24,Bachelor,4.12
61005,Male,38,PhD,3.95
61006,Male,55,High School,2.55
61007,Male,37,Bachelor,1.94
61008,Female,46,PhD,2.37
61009,Female,47,High School,3.9
61010,Female,34,Bachelor,4.56
61011,Male,27,High School,3.31
61012,Male,31,High School,1.28
61013,Male,38,Bachelor,3.31
61014,Female,52,High School,2.33
61015,Female,60,Bachelor,2.21
61016,Female,44,High School,1.61
61017,Female,57,Bachelor,2.46
61018,Female,53,Master,2.86
61019,Male,36,High School,3.04
61020,Female,35,High School,4.22
61021,Other,40,High School,3.28
61022,Male,23,PhD,1.37
61023,Other,49,Bachelor,2.11
61024,Female,23,High School,1.7
61025,Male,34,Bachelor,4.34
61026,Female,45,Bachelor,4.71
61027,Female,57,Bachelor,1.03
61028,Male,48,High School,3.61
61029,Male,27,Bachelor,2.47
61030,Female,57,High School,1.71
61031,Other,37,Master,2.04
61032,Female,36,Bachelor,3.65
61033,Female,29,Master,4.89
61034,Male,27,High School,3.91
61035,Male,44,High School,3.41
61036,Male,48,High School,2.57
61037,Female,45,Bachelor,4.32
61038,Female,22,Bachelor,3.14
61039,Male,44,PhD,2.41
61040,Male,49,Master,1.59
61041,Female,39,PhD,3.43
61042,Female,50,Bachelor,3.29
61043,Male,27,High School,4.39
61044,Female,59,High School,2.9
61045,Female,30,High School,2.84
61046,Female,58,High School,2.93
61047,Female,27,Master,4.1
61048,Female,41,Bachelor,4.07
61049,Female,54,High School,2.46
61050,Female,58,Bachelor,3.73
61051,Male,44,Bachelor,1.21
61052,Female,47,Bachelor,5.0
61053,Male,41,Bachelor,1.44
61054,Male,47,Master,1.87
61055,Female,38,Bachelor,2.67
61056,Other,35,Bachelor,3.07
61057,Female,25,Master,2.73
61058,Male,53,High School,2.01
61059,Female,26,High School,3.4
61060,Male,57,Bachelor,3.56
61061,Male,58,High School,3.51
61062,Male,52,Bachelor,2.3
61063,Male,25,Bachelor,3.08
61064,Female,28,Master,4.63
61065,Male,48,High School,2.02
61066,Male,55,High School,1.05
61067,Male,28,High School,3.78
61068,Female,29,Master,3.38
61069,Female,29,Bachelor,1.37
61070,Male,50,Bachelor,4.83
61071,Male,46,High School,4.92
61072,Female,38,Bachelor,1.94
61073,Female,46,Bachelor,3.0
61074,Male,40,High School,1.49
61075,Female,46,High School,2.32
61076,Male,49,Bachelor,3.61
61077,Male,59,High School,3.05
61078,Female,39,Master,3.26
61079,Female,47,Bachelor,1.92
61080,Female,59,Bachelor,1.33
61081,Other,47,Bachelor,2.36
61082,Male,32,High School,4.06
61083,Male,32,Bachelor,2.95
61084,Male,47,Master,1.21
61085,Female,56,Bachelor,1.85
61086,Female,33,Bachelor,3.41
61087,Male,53,Bachelor,1.51
61088,Male,47,Bachelor,3.76
61089,Female,47,Bachelor,3.02
61090,Male,27,Bachelor,1.17
61091,Male,54,Bachelor,3.6
61092,Male,48,Master,2.47
61093,Male,44,Master,3.32
61094,Female,58,Bachelor,4.04
61095,Female,37,High School,4.21
61096,Female,28,Master,4.11
61097,Male,46,PhD,1.31
61098,Female,43,Bachelor,4.88
61099,Female,41,Bachelor,3.66
61100,Male,23,Master,2.46
61101,Male,55,High School,1.3
61102,Female,25,High School,2.77
61103,Female,32,Bachelor,4.52
61104,Female,50,High School,1.11
61105,Male,29,High School,1.84
61106,Male,24,PhD,2.13
61107,Male,51,Bachelor,3.53
61108,Male,24,High School,4.91
61109,Female,41,Bachelor,4.87
61110,Male,50,High School,2.07
61111,Male,36,Bachelor,2.45
61112,Male,52,High School,1.96
61113,Male,28,Bachelor,2.54
61114,Female,26,Bachelor,2.29
61115,Other,50,Bachelor,1.53
61116,Female,53,Bachelor,1.95
61117,Female,48,Bachelor,3.3
61118,Male,60,Bachelor,2.86
61119,Male,42,High School,2.89
61120,Female,39,Bachelor,3.3
61121,Male,27,Bachelor,4.23
61122,Male,28,Bachelor,4.43
61123,Female,26,High School,3.14
61124,Male,37,Master,2.67
61125,Female,43,Master,1.18
61126,Male,34,Master,3.61
61127,Male,48,Bachelor,2.95
61128,Male,55,Bachelor,1.73
61129,Male,22,Master,3.82
61130,Female,48,Bachelor,1.45
61131,Female,29,High School,3.5
61132,Male,51,High School,1.29
61133,Female,59,High School,4.41
61134,Male,43,Master,1.8
61135,Male,53,Bachelor,2.92
61136,Female,31,Bachelor,4.57
61137,Female,45,Master,3.25
61138,Male,45,High School,3.78
61139,Male,57,PhD,3.23
61140,Male,47,Master,1.35
61141,Male,51,Bachelor,3.64
61142,Female,39,High School,3.11
61143,Female,34,Bachelor,3.43
61144,Female,42,High School,1.92
61145,Male,23,Bachelor,4.62
61146,Male,42,Bachelor,1.8
61147,Female,37,Bachelor,3.21
61148,Male,59,Bachelor,1.51
61149,Female,47,Bachelor,3.92
61150,Male,28,Bachelor,1.29
61151,Other,59,Bachelor,1.86
61152,Male,54,Bachelor,4.99
61153,Male,45,Bachelor,3.47
61154,Female,39,Bachelor,2.63
61155,Female,26,Bachelor,1.57
61156,Male,49,Bachelor,3.68
61157,Male,56,Master,4.21
61158,Male,56,Bachelor,3.77
61159,Female,53,High School,1.17
61160,Other,40,High School,3.5
61161,Male,54,High School,2.51
61162,Female,33,Bachelor,3.41
61163,Female,32,Bachelor,1.88
61164,Female,42,Bachelor,4.35
61165,Male,36,Bachelor,3.79
61166,Female,51,PhD,4.24
61167,Male,57,Bachelor,3.74
61168,Male,52,Bachelor,2.45
61169,Female,42,High School,2.99
61170,Male,45,Bachelor,1.45
61171,Female,56,Bachelor,4.83
61172,Male,39,Bachelor,3.53
61173,Female,45,High School,3.66
61174,Female,22,High School,3.47
61175,Female,56,Bachelor,3.02
61176,Female,58,PhD,4.24
61177,Female,59,Bachelor,2.71
61178,Female,42,Bachelor,3.82
61179,Male,26,High School,3.84
61180,Female,28,Bachelor,2.93
61181,Female,55,Bachelor,3.27
61182,Male,24,Bachelor,4.24
61183,Female,56,Bachelor,1.77
61184,Male,47,Master,4.53
61185,Female,45,Master,2.42
61186,Other,37,Master,2.43
61187,Female,54,Master,3.71
61188,Male,40,High School,4.52
61189,Male,44,Bachelor,2.6
61190,Female,39,Bachelor,3.63
61191,Female,28,Bachelor,4.98
61192,Female,59,Bachelor,1.87
61193,Male,22,Bachelor,1.67
61194,Female,50,High School,2.92
61195,Male,28,Master,1.89
61196,Female,52,PhD,2.53
61197,Male,36,Master,4.41
61198,Female,51,High School,3.57
61199,Male,52,Bachelor,2.09
61200,Female,40,Bachelor,2.54
61201,Female,26,Bachelor,1.25
61202,Male,52,Bachelor,2.42
61203,Female,37,Master,2.26
61204,Male,23,High School,3.94
61205,Male,54,Bachelor,1.81
61206,Male,45,Master,2.03
61207,Female,44,Bachelor,4.44
61208,Female,33,PhD,1.6
61209,Male,45,Bachelor,3.39
61210,Female,34,High School,1.36
61211,Male,38,Master,1.06
61212,Female,29,Master,4.51
61213,Female,59,Master,1.02
61214,Male,24,Bachelor,3.61
61215,Female,54,Bachelor,4.57
61216,Female,56,Master,2.11
61217,Female,49,High School,3.49
61218,Male,52,High School,3.94
61219,Male,29,High School,4.57
61220,Female,24,Bachelor,3.18
61221,Female,53,Bachelor,3.77
61222,Female,26,Master,4.21
61223,Male,47,High School,3.72
61224,Female,57,Bachelor,2.49
61225,Female,33,High School,1.9
61226,Female,42,Bachelor,2.38
61227,Female,32,Bachelor,3.84
61228,Male,56,PhD,2.15
61229,Female,50,Bachelor,2.66
61230,Female,31,Bachelor,1.89
61231,Female,50,Master,2.7
61232,Male,42,Master,4.3
61233,Female,24,High School,3.46
61234,Female,48,High School,2.4
61235,Female,59,Bachelor,1.27
61236,Male,48,Bachelor,2.93
61237,Female,50,Bachelor,3.94
61238,Male,26,Bachelor,3.21
61239,Female,28,Bachelor,4.7
61240,Female,38,Master,1.49
61241,Female,54,Bachelor,2.14
61242,Male,55,Bachelor,4.04
61243,Male,48,Master,3.93
61244,Male,60,Bachelor,4.22
61245,Male,35,Master,4.87
61246,Male,25,High School,1.25
61247,Male,43,Bachelor,1.64
61248,Male,59,Bachelor,1.5
61249,Female,57,Bachelor,4.1
61250,Male,57,High School,4.72
61251,Male,37,Bachelor,3.97
61252,Female,45,Bachelor,3.13
61253,Female,44,High School,3.94
61254,Female,57,Master,4.07
61255,Female,43,Master,2.88
61256,Female,55,Bachelor,1.14
61257,Female,29,Bachelor,2.36
61258,Female,30,Bachelor,2.49
61259,Male,53,Bachelor,3.08
61260,Female,60,High School,2.56
61261,Female,29,Bachelor,1.52
61262,Female,38,PhD,1.44
61263,Female,29,Master,4.88
61264,Female,48,Bachelor,1.26
61265,Female,54,Bachelor,4.95
61266,Other,49,Bachelor,4.45
61267,Female,37,Bachelor,2.07
61268,Male,30,Bachelor,3.21
61269,Male,31,Bachelor,4.25
61270,Male,48,Master,3.13
61271,Male,51,Bachelor,3.96
61272,Female,41,PhD,4.9
61273,Female,35,High School,1.5
61274,Other,24,Bachelor,1.9
61275,Male,26,Bachelor,1.19
61276,Male,58,Bachelor,4.57
61277,Female,27,Bachelor,4.35
61278,Male,56,Bachelor,2.91
61279,Female,60,Bachelor,4.82
61280,Male,24,Bachelor,4.81
61281,Male,56,High School,3.97
61282,Male,38,High School,2.55
61283,Male,48,High School,1.49
61284,Male,30,Bachelor,2.69
61285,Other,52,High School,3.88
61286,Female,43,Master,1.04
61287,Other,37,High School,4.78
61288,Female,58,Bachelor,3.61
61289,Female,34,High School,3.81
61290,Female,42,Bachelor,2.15
61291,Female,47,High School,2.96
61292,Female,52,Master,2.99
61293,Female,49,Bachelor,4.68
61294,Male,42,High School,1.52
61295,Female,35,Bachelor,1.22
61296,Male,41,High School,3.36
61297,Male,44,Bachelor,1.49
61298,Male,57,Bachelor,1.49
61299,Male,51,High School,2.26
61300,Female,23,Bachelor,2.93
61301,Female,51,High School,2.09
61302,Male,58,PhD,2.7
61303,Male,45,Bachelor,3.08
61304,Female,60,Bachelor,3.18
61305,Male,56,Master,4.29
61306,Other,27,Bachelor,1.54
61307,Male,30,PhD,1.11
61308,Male,34,Bachelor,2.45
61309,Female,49,Bachelor,1.88
61310,Male,23,High School,4.15
61311,Female,59,Master,2.62
61312,Male,57,Bachelor,1.97
61313,Male,60,High School,2.26
61314,Female,46,Bachelor,3.64
61315,Male,39,PhD,3.88
61316,Female,32,Bachelor,3.5
61317,Female,39,High School,1.63
61318,Female,30,Bachelor,3.74
61319,Male,45,Bachelor,2.26
61320,Female,31,High School,4.59
61321,Male,55,High School,2.94
61322,Male,26,Master,1.43
61323,Male,54,High School,1.5
61324,Female,39,High School,2.54
61325,Male,46,High School,3.32
61326,Female,40,High School,4.06
61327,Male,31,High School,1.35
61328,Male,60,High School,3.33
61329,Female,52,Bachelor,4.43
61330,Female,33,High School,3.07
61331,Male,48,High School,3.08
61332,Male,53,Master,2.76
61333,Male,54,Bachelor,1.49
61334,Female,38,High School,1.95
61335,Male,44,High School,1.16
61336,Male,48,Master,1.68
61337,Female,53,Bachelor,1.6
61338,Male,51,PhD,4.22
61339,Male,26,Master,4.76
61340,Male,43,Bachelor,2.82
61341,Male,56,High School,2.21
61342,Male,39,Bachelor,1.14
61343,Female,47,High School,4.08
61344,Male,47,Master,2.74
61345,Male,54,Bachelor,4.44
61346,Male,49,High School,4.34
61347,Female,34,Bachelor,3.17
61348,Male,44,Bachelor,4.96
61349,Male,38,Bachelor,2.02
61350,Female,24,Bachelor,2.06
61351,Female,51,Bachelor,4.38
61352,Male,48,High School,1.05
61353,Male,28,PhD,1.18
61354,Female,24,High School,3.98
61355,Female,53,High School,3.38
61356,Female,24,Bachelor,1.63
61357,Female,52,High School,4.25
61358,Female,40,Bachelor,2.6
61359,Male,25,Bachelor,1.78
61360,Male,39,Bachelor,1.91
61361,Male,55,High School,3.01
61362,Female,23,Bachelor,3.67
61363,Male,52,High School,1.79
61364,Male,29,Master,3.01
61365,Female,41,Bachelor,1.93
61366,Female,39,Bachelor,3.74
61367,Male,29,Master,3.21
61368,Male,40,Bachelor,3.45
61369,Female,59,Bachelor,3.66
61370,Female,38,High School,3.76
61371,Male,22,PhD,1.25
61372,Female,60,High School,1.97
61373,Female,45,High School,4.77
61374,Male,44,Bachelor,1.75
61375,Female,29,Bachelor,2.17
61376,Female,36,Bachelor,3.93
61377,Female,29,Master,4.34
61378,Female,26,High School,4.21
61379,Female,55,Bachelor,3.22
61380,Male,27,Master,2.96
61381,Male,40,High School,4.22
61382,Male,46,Master,1.82
61383,Male,41,High School,1.43
61384,Male,43,PhD,4.26
61385,Female,28,High School,3.43
61386,Female,41,Bachelor,1.09
61387,Female,57,Bachelor,3.75
61388,Female,36,High School,1.82
61389,Male,54,Bachelor,2.28
61390,Male,60,Bachelor,4.1
61391,Male,44,Master,4.37
61392,Female,58,Master,2.4
61393,Male,45,Bachelor,1.26
61394,Female,29,Bachelor,2.02
61395,Female,33,Bachelor,3.07
61396,Female,44,High School,5.0
61397,Female,58,Bachelor,2.86
61398,Female,47,Bachelor,3.09
61399,Other,49,Bachelor,4.43
61400,Male,27,High School,1.3
61401,Male,44,Bachelor,4.67
61402,Female,28,Bachelor,3.62
61403,Male,22,High School,2.62
61404,Male,29,High School,2.34
61405,Other,56,High School,2.6
61406,Female,31,Master,1.69
61407,Male,55,High School,4.94
61408,Male,23,Bachelor,1.13
61409,Female,56,Bachelor,3.96
61410,Male,57,High School,2.45
61411,Male,26,Master,1.9
61412,Male,32,Bachelor,2.44
61413,Male,58,Master,3.33
61414,Female,28,High School,4.2
61415,Female,49,Master,2.06
61416,Other,32,High School,4.5
61417,Male,44,High School,4.31
61418,Female,58,Bachelor,4.52
61419,Male,31,Bachelor,4.12
61420,Female,28,High School,3.47
61421,Female,56,PhD,1.09
61422,Male,38,Master,1.13
61423,Female,33,Bachelor,4.28
61424,Female,55,High School,2.88
61425,Male,55,High School,2.25
61426,Other,36,Bachelor,1.08
61427,Female,51,Bachelor,3.43
61428,Female,33,Bachelor,3.69
61429,Male,48,Bachelor,2.13
61430,Female,22,Bachelor,3.28
61431,Female,43,Master,2.25
61432,Male,35,Bachelor,3.48
61433,Male,24,High School,4.73
61434,Male,47,Bachelor,3.74
61435,Female,23,High School,2.06
61436,Other,40,High School,3.28
61437,Male,32,High School,2.65
61438,Male,41,Master,2.48
61439,Male,28,Bachelor,2.67
61440,Male,58,Bachelor,1.51
61441,Male,60,Bachelor,4.83
61442,Female,38,Master,3.97
61443,Male,56,High School,4.33
61444,Female,46,High School,4.76
61445,Female,42,Bachelor,3.55
61446,Female,54,Bachelor,3.13
61447,Male,51,High School,2.02
61448,Female,57,Bachelor,3.21
61449,Female,50,Master,4.15
61450,Female,45,Bachelor,1.25
61451,Female,57,Bachelor,3.83
61452,Female,47,Master,2.12
61453,Female,55,Bachelor,2.73
61454,Male,44,PhD,4.56
61455,Female,28,Bachelor,4.24
61456,Female,40,High School,1.89
61457,Female,34,Bachelor,3.26
61458,Male,48,Bachelor,3.25
61459,Male,45,Bachelor,4.02
61460,Male,22,High School,4.13
61461,Male,37,Master,2.63
61462,Female,48,Master,1.95
61463,Female,44,High School,4.98
61464,Male,39,Bachelor,4.89
61465,Male,54,High School,1.14
61466,Female,44,Bachelor,4.07
61467,Other,38,Bachelor,2.31
61468,Female,32,Bachelor,2.66
61469,Male,59,High School,3.06
61470,Female,54,Bachelor,4.91
61471,Male,31,High School,4.19
61472,Female,50,Bachelor,3.58
61473,Female,28,Master,1.01
61474,Female,32,High School,4.91
61475,Female,23,Master,1.99
61476,Male,57,Bachelor,1.68
61477,Male,28,High School,3.07
61478,Male,59,High School,1.69
61479,Female,57,Master,3.35
61480,Female,58,High School,2.74
61481,Female,43,Bachelor,1.55
61482,Female,26,High School,4.14
61483,Female,35,Bachelor,1.47
61484,Other,42,Bachelor,4.27
61485,Male,55,High School,4.07
61486,Male,39,High School,3.77
61487,Female,26,Bachelor,3.97
61488,Male,60,High School,3.01
61489,Female,60,Bachelor,4.61
61490,Male,31,High School,3.44
61491,Male,24,High School,4.68
61492,Male,26,High School,1.66
61493,Female,48,Bachelor,1.11
61494,Male,58,Master,4.79
61495,Female,40,Bachelor,1.58
61496,Female,28,Bachelor,2.82
61497,Male,29,Master,2.44
61498,Other,47,Bachelor,2.58
61499,Male,55,Bachelor,1.67
61500,Female,33,Master,2.01
61501,Male,59,Bachelor,4.84
61502,Female,50,Master,1.45
61503,Female,58,Bachelor,2.06
61504,Female,56,Bachelor,4.28
61505,Female,43,Bachelor,3.93
61506,Male,26,Bachelor,1.71
61507,Male,41,Master,1.28
61508,Male,54,High School,2.42
61509,Male,53,High School,4.0
61510,Female,57,High School,1.95
61511,Male,30,Master,2.23
61512,Female,59,High School,1.92
61513,Male,58,High School,4.86
61514,Male,46,Bachelor,4.17
61515,Female,46,High School,2.12
61516,Male,59,PhD,3.05
61517,Female,22,High School,4.1
61518,Male,41,High School,4.89
61519,Male,42,High School,1.6
61520,Other,41,High School,4.72
61521,Female,50,Master,4.85
61522,Female,28,High School,4.07
61523,Male,32,High School,3.3
61524,Female,42,Bachelor,4.85
61525,Male,22,High School,4.87
61526,Male,54,Bachelor,4.65
61527,Male,54,Bachelor,4.32
61528,Male,37,Bachelor,3.0
61529,Female,45,High School,1.41
61530,Female,48,Bachelor,4.22
61531,Male,37,High School,2.21
61532,Other,40,High School,2.17
61533,Male,25,High School,2.97
61534,Male,45,Bachelor,2.81
61535,Female,26,High School,1.09
61536,Male,25,Master,3.66
61537,Male,50,PhD,1.55
61538,Other,38,Bachelor,2.0
61539,Female,26,Master,1.47
61540,Other,29,PhD,1.73
61541,Female,24,High School,4.99
61542,Male,30,Bachelor,1.85
61543,Male,40,PhD,1.51
61544,Female,24,Bachelor,4.5
61545,Female,40,High School,2.43
61546,Male,38,High School,2.92
61547,Male,46,High School,2.45
61548,Female,58,PhD,3.66
61549,Female,37,Bachelor,3.57
61550,Male,31,Master,2.39
61551,Male,35,Bachelor,4.07
61552,Male,52,Master,4.01
61553,Female,32,Master,4.75
61554,Female,30,High School,4.48
61555,Female,48,Bachelor,3.71
61556,Male,54,Master,1.23
61557,Male,26,High School,3.65
61558,Female,29,Bachelor,1.12
61559,Female,32,Bachelor,4.69
61560,Male,27,Master,3.58
61561,Female,34,PhD,3.76
61562,Male,24,High School,1.17
61563,Female,22,High School,1.83
61564,Female,49,Bachelor,1.57
61565,Male,54,Bachelor,1.95
61566,Male,42,Bachelor,4.25
61567,Female,26,Bachelor,4.78
61568,Male,47,Bachelor,1.8
61569,Male,26,High School,2.83
61570,Female,38,High School,3.45
61571,Female,53,Bachelor,1.51
61572,Male,22,Bachelor,2.37
61573,Male,50,Bachelor,1.6
61574,Male,28,Master,2.9
61575,Male,27,High School,3.0
61576,Female,52,Bachelor,3.5
61577,Female,25,High School,4.66
61578,Female,26,Master,1.27
61579,Male,44,High School,2.08
61580,Other,36,Master,2.19
61581,Female,34,Bachelor,1.33
61582,Female,38,Master,2.64
61583,Male,55,High School,4.82
61584,Female,59,High School,3.94
61585,Female,29,Bachelor,3.77
61586,Female,36,PhD,4.15
61587,Male,22,Bachelor,1.21
61588,Female,36,Bachelor,2.02
61589,Male,45,Master,4.2
61590,Female,48,Bachelor,1.91
61591,Female,24,High School,2.61
61592,Male,28,Bachelor,4.11
61593,Female,52,Master,2.72
61594,Other,48,High School,3.97
61595,Female,53,Bachelor,4.0
61596,Male,22,Master,2.0
61597,Male,46,High School,3.94
61598,Female,56,Bachelor,2.67
61599,Male,44,High School,4.83
61600,Male,34,Bachelor,1.4
61601,Male,47,Bachelor,4.16
61602,Male,53,Bachelor,3.38
61603,Female,48,Bachelor,1.39
61604,Female,47,Master,3.91
61605,Female,45,Bachelor,2.7
61606,Female,59,High School,2.01
61607,Male,42,High School,2.8
61608,Female,53,Bachelor,3.79
61609,Male,49,Bachelor,2.6
61610,Female,43,High School,2.0
61611,Female,33,Master,1.52
61612,Female,54,Bachelor,3.56
61613,Male,26,Master,3.69
61614,Female,60,Master,3.94
61615,Male,48,Bachelor,2.02
61616,Female,27,Master,4.55
61617,Male,51,Bachelor,1.74
61618,Female,50,High School,1.52
61619,Female,41,High School,3.72
61620,Female,36,Master,4.82
61621,Female,39,High School,4.94
61622,Male,31,Bachelor,4.42
61623,Female,25,High School,2.83
61624,Male,32,Bachelor,3.36
61625,Male,44,Bachelor,1.93
61626,Female,36,Bachelor,4.11
61627,Female,25,Bachelor,4.32
61628,Male,25,Bachelor,1.63
61629,Male,22,High School,1.56
61630,Female,42,Master,3.79
61631,Female,38,Bachelor,2.0
61632,Other,33,Bachelor,1.14
61633,Male,52,Bachelor,1.41
61634,Female,35,Master,1.1
61635,Male,33,Bachelor,1.08
61636,Female,56,Bachelor,4.94
61637,Male,29,Master,4.41
61638,Female,49,Bachelor,3.22
61639,Male,58,Bachelor,2.99
61640,Female,44,Bachelor,3.41
61641,Male,38,Bachelor,3.8
61642,Female,55,Bachelor,3.58
61643,Male,58,Bachelor,3.2
61644,Female,48,High School,1.06
61645,Female,47,Bachelor,1.62
61646,Male,51,High School,4.98
61647,Female,43,Master,3.12
61648,Female,32,High School,2.35
61649,Female,39,High School,1.25
61650,Female,53,PhD,3.47
61651,Male,27,Master,3.24
61652,Female,31,Bachelor,2.5
61653,Male,32,Bachelor,2.19
61654,Female,51,Bachelor,4.2
61655,Male,24,Bachelor,1.46
61656,Female,41,High School,4.1
61657,Male,44,Bachelor,3.84
61658,Female,34,Bachelor,4.13
61659,Male,59,Bachelor,4.47
61660,Female,49,Bachelor,1.11
61661,Female,22,High School,4.98
61662,Female,22,Bachelor,4.72
61663,Female,39,Bachelor,2.4
61664,Male,46,Master,1.13
61665,Female,40,High School,4.48
61666,Male,28,Bachelor,3.0
61667,Female,28,Bachelor,1.81
61668,Female,39,Bachelor,3.31
61669,Male,45,Bachelor,1.47
61670,Female,33,High School,2.47
61671,Male,34,High School,2.4
61672,Female,23,PhD,2.48
61673,Female,41,Master,4.41
61674,Female,52,High School,2.91
61675,Female,46,High School,2.73
61676,Male,33,Bachelor,2.76
61677,Female,56,Bachelor,2.14
61678,Male,42,Master,4.86
61679,Male,26,High School,1.98
61680,Male,37,Bachelor,4.99
61681,Male,59,Bachelor,3.74
61682,Female,51,Bachelor,1.1
61683,Male,37,PhD,1.84
61684,Male,31,Bachelor,2.64
61685,Female,25,Master,4.04
61686,Male,39,Bachelor,2.5
61687,Female,50,Bachelor,1.5
61688,Female,22,Bachelor,1.18
61689,Female,30,High School,2.08
61690,Female,36,Bachelor,3.37
61691,Female,52,Bachelor,1.08
61692,Male,30,Bachelor,2.53
61693,Female,44,Bachelor,1.08
61694,Female,30,High School,2.17
61695,Female,53,Bachelor,3.42
61696,Female,40,Master,3.89
61697,Female,25,Bachelor,4.37
61698,Male,41,High School,4.48
61699,Male,25,High School,1.77
61700,Male,59,Bachelor,2.38
61701,Female,40,Bachelor,1.58
61702,Male,50,Bachelor,3.59
61703,Male,58,Bachelor,4.71
61704,Male,60,Bachelor,2.66
61705,Male,41,Bachelor,1.65
61706,Male,24,High School,1.18
61707,Male,55,High School,2.39
61708,Male,40,Bachelor,1.88
61709,Other,39,Bachelor,4.22
61710,Male,28,Master,1.19
61711,Male,30,Bachelor,4.95
61712,Male,27,Bachelor,4.28
61713,Male,58,High School,4.82
61714,Male,32,High School,3.83
61715,Female,52,Bachelor,1.42
61716,Male,32,Bachelor,1.82
61717,Female,22,PhD,4.12
61718,Other,59,Bachelor,2.5
61719,Female,36,Master,1.85
61720,Female,46,Master,1.72
61721,Female,48,High School,2.46
61722,Other,45,High School,2.78
61723,Male,30,Bachelor,3.75
61724,Male,40,Bachelor,3.39
61725,Female,44,Bachelor,2.93
61726,Male,56,High School,1.94
61727,Female,38,Bachelor,1.5
61728,Female,48,Bachelor,1.76
61729,Female,42,Bachelor,4.44
61730,Male,43,Bachelor,2.49
61731,Female,47,High School,1.18
61732,Female,24,High School,2.53
61733,Female,39,Bachelor,1.45
61734,Female,32,Bachelor,2.7
61735,Female,60,Bachelor,4.06
61736,Male,59,Bachelor,3.76
61737,Other,59,Bachelor,1.03
61738,Female,24,Bachelor,2.14
61739,Female,35,Bachelor,3.15
61740,Female,22,High School,1.97
61741,Male,56,Bachelor,4.68
61742,Female,46,Bachelor,2.32
61743,Female,47,Bachelor,4.57
61744,Female,60,High School,1.55
61745,Male,41,Bachelor,1.56
61746,Female,53,Bachelor,1.11
61747,Male,23,High School,2.0
61748,Male,32,High School,3.65
61749,Male,52,High School,4.33
