Employee_ID,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Promotions
46713,0,26,3,100,2
46714,38,21,0,50,0
46715,15,2,11,50,0
46716,16,17,9,75,2
46717,31,28,10,100,0
46718,35,10,0,75,2
46719,13,8,10,100,2
46720,27,17,14,50,2
46721,5,16,6,50,2
46722,44,28,7,25,1
46723,24,4,8,75,0
46724,14,18,11,25,1
46725,18,18,0,100,0
46726,39,9,13,25,1
46727,9,14,12,50,0
46728,36,25,11,75,2
46729,43,3,9,50,1
46730,24,22,5,100,0
46731,47,16,2,75,0
46732,43,24,3,75,0
46733,47,5,7,0,1
46734,39,15,4,50,2
46735,33,24,8,75,1
46736,47,25,14,75,1
46737,14,19,6,100,2
46738,37,24,7,75,2
46739,38,24,11,75,0
46740,35,3,3,0,2
46741,26,22,11,50,1
46742,36,4,5,75,0
46743,14,18,4,50,2
46744,37,7,6,50,2
46745,20,19,7,75,2
46746,38,20,11,50,2
46747,3,15,7,100,2
46748,28,10,11,0,2
46749,27,20,14,100,1
46750,42,0,1,25,1
46751,7,5,3,50,0
46752,49,10,12,25,0
46753,22,23,5,50,0
46754,22,4,1,25,2
46755,7,24,0,100,2
46756,10,13,8,25,0
46757,16,2,0,50,2
46758,18,5,4,0,0
46759,9,22,13,100,2
46760,29,0,2,75,2
46761,30,9,4,0,0
46762,38,26,13,25,1
46763,8,17,9,100,0
46764,20,4,13,75,1
46765,49,8,9,0,2
46766,12,5,4,0,0
46767,42,29,2,25,2
46768,20,21,5,75,2
46769,9,16,9,100,2
46770,4,24,13,100,1
46771,20,5,0,25,0
46772,39,7,6,0,0
46773,10,0,13,0,2
46774,18,5,5,25,0
46775,17,18,14,100,1
46776,42,11,3,100,0
46777,1,17,6,100,2
46778,33,26,6,50,0
46779,23,20,11,25,0
46780,30,16,9,25,0
46781,40,29,10,25,0
46782,4,29,2,75,1
46783,11,21,12,25,0
46784,1,9,14,75,0
46785,33,27,3,0,1
46786,45,11,4,50,0
46787,29,16,0,100,0
46788,20,8,12,75,1
46789,43,11,10,100,1
46790,46,20,10,25,0
46791,9,25,4,0,2
46792,22,25,10,0,0
46793,22,29,2,100,0
46794,42,20,6,100,1
46795,40,20,11,75,2
46796,3,7,0,100,0
46797,11,6,1,75,2
46798,38,4,11,75,0
46799,9,25,13,100,0
46800,28,15,3,0,1
46801,38,9,1,0,2
46802,37,29,9,25,1
46803,11,12,3,0,0
46804,3,7,14,50,1
46805,24,28,9,25,1
46806,6,19,14,100,1
46807,36,16,10,100,1
46808,44,4,2,25,2
46809,39,1,12,50,0
46810,27,11,14,50,1
46811,24,29,9,75,2
46812,11,6,6,50,1
46813,37,5,9,50,1
46814,28,23,3,25,1
46815,26,26,1,50,2
46816,35,19,0,50,1
46817,26,0,7,0,0
46818,36,26,0,50,2
46819,5,23,7,100,0
46820,45,21,6,25,1
46821,12,25,3,25,2
46822,35,25,10,50,2
46823,5,29,4,50,0
46824,30,25,14,25,1
46825,16,2,4,75,2
46826,35,8,3,50,2
46827,26,25,2,0,1
46828,20,26,1,75,2
46829,13,7,14,25,2
46830,19,10,5,75,2
46831,7,13,4,25,2
46832,46,26,12,0,2
46833,34,10,6,0,0
46834,47,17,11,0,0
46835,4,5,1,100,1
46836,11,8,2,25,1
46837,27,24,7,50,2
46838,45,18,4,25,2
46839,19,4,6,50,1
46840,29,29,5,25,2
46841,4,25,12,100,0
46842,1,28,5,0,2
46843,10,16,6,75,1
46844,46,24,11,25,2
46845,37,1,1,75,0
46846,39,26,4,50,1
46847,23,8,14,50,2
46848,43,16,6,25,1
46849,2,0,11,50,1
46850,20,3,3,75,2
46851,5,20,5,50,0
46852,12,23,9,25,1
46853,16,17,11,25,2
46854,10,7,10,25,0
46855,23,5,11,25,0
46856,43,24,1,75,0
46857,23,6,11,25,0
46858,36,11,0,100,2
46859,10,1,8,0,2
46860,25,10,4,0,1
46861,37,7,1,0,0
46862,24,12,14,0,0
46863,35,14,5,100,2
46864,47,15,6,75,1
46865,27,9,6,25,1
46866,24,29,13,75,1
46867,4,29,14,75,0
46868,32,3,4,75,2
46869,45,3,0,25,2
46870,10,13,0,100,2
46871,43,8,10,75,0
46872,39,4,8,75,1
46873,12,26,7,25,1
46874,27,27,0,25,2
46875,5,25,1,50,0
46876,18,7,6,75,1
46877,21,3,12,50,1
46878,15,16,10,25,2
46879,17,13,2,25,0
46880,41,26,6,25,0
46881,0,5,1,50,2
46882,14,18,3,100,2
46883,32,18,7,0,0
46884,12,17,13,50,0
46885,20,12,2,50,0
46886,26,11,4,100,2
46887,34,19,10,0,0
46888,48,15,6,25,1
46889,22,13,10,25,0
46890,30,3,10,75,2
46891,11,18,0,75,1
46892,43,18,5,50,1
46893,8,11,10,50,0
46894,33,26,2,50,0
46895,20,25,0,25,2
46896,5,8,10,0,2
46897,9,22,7,50,0
46898,5,29,5,100,0
46899,32,16,4,50,2
46900,13,2,7,25,1
46901,46,3,5,100,1
46902,19,25,10,25,1
46903,48,10,7,75,0
46904,47,13,0,0,0
46905,42,17,0,0,1
46906,12,14,1,0,2
46907,20,11,7,75,0
46908,29,25,1,75,1
46909,29,23,6,0,0
46910,16,15,4,75,0
46911,40,6,6,0,0
46912,14,20,7,75,0
46913,22,14,10,0,1
46914,25,16,11,100,0
46915,28,26,0,25,0
46916,8,26,11,25,2
46917,19,8,9,50,1
46918,16,9,9,50,1
46919,29,11,11,50,1
46920,28,22,13,75,2
46921,45,19,9,50,2
46922,9,10,10,0,0
46923,6,25,10,25,0
46924,24,23,12,50,0
46925,25,5,1,50,0
46926,31,6,13,100,0
46927,12,7,5,75,0
46928,39,8,7,100,0
46929,15,9,4,25,0
46930,21,26,7,100,1
46931,13,19,6,75,2
46932,37,5,4,50,1
46933,37,21,1,75,2
46934,49,9,6,100,2
46935,34,3,10,75,1
46936,12,24,11,0,2
46937,21,12,1,75,2
46938,25,12,7,50,1
46939,45,0,3,100,1
46940,19,29,5,50,2
46941,30,20,9,25,0
46942,30,11,4,50,2
46943,19,5,2,0,1
46944,39,24,3,0,2
46945,30,27,14,75,2
46946,7,4,9,0,0
46947,30,18,1,25,2
46948,42,12,11,50,1
46949,4,9,8,50,0
46950,37,26,10,75,2
46951,7,26,12,25,0
46952,20,4,8,25,2
46953,15,21,0,25,2
46954,10,9,2,50,0
46955,49,1,7,50,1
46956,34,24,13,0,2
46957,49,18,0,75,0
46958,14,14,2,0,0
46959,48,12,2,100,0
46960,32,5,6,75,0
46961,46,16,1,25,0
46962,39,7,12,75,2
46963,17,1,12,100,0
46964,6,11,11,50,2
46965,44,7,14,0,1
46966,33,26,13,50,1
46967,31,6,1,100,0
46968,39,7,13,25,1
46969,37,9,11,100,1
46970,8,19,1,50,1
46971,1,1,12,100,1
46972,33,10,12,50,0
46973,9,26,12,25,1
46974,38,9,7,25,0
46975,40,22,1,100,1
46976,10,10,2,100,0
46977,28,23,5,50,2
46978,8,5,14,100,1
46979,46,12,9,25,0
46980,49,3,5,50,2
46981,30,27,5,0,1
46982,0,27,10,0,2
46983,31,21,2,75,2
46984,29,20,6,50,0
46985,22,0,11,50,0
46986,6,14,14,50,1
46987,40,3,14,0,1
46988,11,14,14,100,0
46989,14,10,11,25,0
46990,15,7,12,100,1
46991,36,28,8,100,1
46992,29,0,2,100,1
46993,37,7,9,100,2
46994,19,15,14,100,0
46995,39,24,11,100,2
46996,10,4,13,75,1
46997,1,3,2,75,0
46998,8,25,5,50,2
46999,13,13,6,25,2
47000,16,21,14,0,0
47001,2,26,10,0,2
47002,40,5,6,25,1
47003,35,29,11,25,2
47004,3,4,2,75,1
47005,34,26,11,50,1
47006,48,0,0,50,0
47007,10,27,9,100,2
47008,3,25,6,100,2
47009,2,23,14,75,0
47010,48,13,1,100,0
47011,15,6,12,25,1
47012,40,19,0,0,1
47013,0,6,3,75,0
47014,49,5,11,75,0
47015,41,29,4,100,0
47016,25,5,1,25,2
47017,49,16,13,75,1
47018,6,3,4,50,1
47019,18,18,0,100,1
47020,42,8,8,0,0
47021,26,18,5,50,0
47022,20,27,4,25,0
47023,40,9,0,50,0
47024,7,28,8,0,1
47025,14,18,5,0,0
47026,24,9,5,25,1
47027,3,17,10,50,1
47028,49,5,2,100,2
47029,17,26,2,75,0
47030,39,12,1,100,2
47031,2,4,5,75,1
47032,41,8,5,100,1
47033,19,25,8,100,1
47034,49,19,14,50,1
47035,45,13,3,25,2
47036,31,20,0,50,0
47037,18,25,6,100,1
47038,41,6,4,0,1
47039,49,7,7,50,1
47040,3,26,14,0,2
47041,23,17,3,50,0
47042,3,10,13,100,2
47043,10,27,4,0,2
47044,30,12,10,0,1
47045,20,16,10,0,0
47046,14,12,14,25,0
47047,18,29,9,100,2
47048,21,6,12,0,2
47049,41,29,1,25,1
47050,3,11,14,25,2
47051,48,5,5,25,0
47052,24,12,3,25,2
47053,19,24,2,0,2
47054,39,14,2,50,1
47055,44,18,10,50,1
47056,31,9,13,75,0
47057,12,10,9,25,0
47058,20,22,10,75,1
47059,6,27,5,75,2
47060,16,27,14,25,2
47061,28,20,1,75,2
47062,3,11,2,50,1
47063,13,22,8,75,2
47064,11,22,11,100,0
47065,9,16,14,100,1
47066,13,5,10,0,0
47067,17,4,13,75,1
47068,5,4,8,25,1
47069,3,25,4,0,0
47070,22,5,11,50,0
47071,14,18,0,50,0
47072,3,10,10,25,2
47073,21,21,3,100,2
47074,47,15,2,100,2
47075,19,15,3,50,1
47076,1,20,2,0,1
47077,12,14,14,50,1
47078,14,29,8,100,0
47079,49,22,6,100,0
47080,48,1,6,25,0
47081,39,15,2,100,2
47082,1,20,2,0,0
47083,42,10,13,75,2
47084,22,6,1,0,0
47085,13,0,8,100,0
47086,38,1,9,25,0
47087,49,15,13,50,1
47088,25,2,9,100,0
47089,28,19,7,75,2
47090,12,13,13,50,1
47091,8,19,5,50,0
47092,36,13,4,25,0
47093,38,28,7,0,0
47094,5,28,9,100,2
47095,34,26,7,0,0
47096,25,5,4,25,1
47097,8,19,14,25,2
47098,44,1,2,75,0
47099,24,23,2,0,0
47100,1,13,1,0,1
47101,12,29,14,50,1
47102,18,10,6,25,1
47103,47,9,14,25,1
47104,27,19,9,75,2
47105,11,27,13,100,2
47106,41,1,8,50,2
47107,49,13,13,25,0
47108,0,10,14,50,1
47109,35,12,2,0,1
47110,12,13,9,100,0
47111,31,12,0,75,2
47112,9,3,11,0,1
47113,14,0,4,100,1
47114,33,13,6,75,1
47115,30,6,2,50,2
47116,4,20,1,50,2
47117,28,2,5,100,0
47118,46,13,3,0,1
47119,8,5,9,100,1
47120,17,11,3,0,1
47121,0,3,8,0,0
47122,16,10,5,25,2
47123,49,13,12,100,2
47124,35,23,3,0,1
47125,36,3,2,25,1
47126,21,10,1,0,0
47127,22,27,14,75,2
47128,12,21,10,50,2
47129,4,12,10,100,1
47130,49,25,11,100,0
47131,45,14,8,100,2
47132,39,22,3,75,2
47133,37,17,11,75,1
47134,16,22,5,25,1
47135,13,17,7,0,0
47136,22,2,2,75,2
47137,46,27,13,0,2
47138,32,0,0,50,1
47139,7,20,8,75,0
47140,5,20,4,100,0
47141,34,5,13,100,0
47142,23,6,13,50,2
47143,28,20,3,25,2
47144,14,11,7,50,0
47145,7,11,4,0,0
47146,47,20,8,25,1
47147,33,8,7,75,0
47148,1,22,14,0,1
47149,10,10,7,75,0
47150,36,0,6,25,1
47151,42,4,11,25,1
47152,45,5,7,100,2
47153,37,3,3,25,2
47154,33,0,7,25,1
47155,25,26,11,100,2
47156,9,12,2,25,2
47157,36,10,2,100,2
47158,40,6,13,100,1
47159,17,0,2,25,0
47160,45,27,12,75,0
47161,12,26,12,50,1
47162,9,20,5,75,0
47163,42,29,12,0,1
47164,42,10,14,0,0
47165,8,4,2,75,1
47166,39,12,6,100,0
47167,18,14,10,50,1
47168,25,3,7,25,1
47169,4,5,10,100,0
47170,42,11,2,100,2
47171,40,5,10,50,1
47172,14,2,7,75,2
47173,23,24,7,25,2
47174,23,15,1,0,2
47175,11,9,12,75,2
47176,11,28,0,25,0
47177,5,18,4,100,2
47178,16,2,5,75,1
47179,10,14,0,0,0
47180,41,25,9,0,2
47181,37,15,14,0,0
47182,44,28,5,100,1
47183,48,28,14,50,0
47184,27,17,12,0,0
47185,6,11,10,100,1
47186,31,2,4,100,0
47187,24,0,13,75,0
47188,40,14,0,50,1
47189,21,28,3,75,1
47190,49,1,2,50,0
47191,37,22,11,100,1
47192,30,11,0,75,0
47193,17,20,10,25,2
47194,37,28,1,100,2
47195,29,22,0,0,1
47196,46,11,14,100,1
47197,19,4,2,100,2
47198,24,29,7,25,2
47199,17,5,7,75,2
47200,21,8,12,0,1
47201,1,7,6,0,2
47202,13,25,2,75,2
47203,37,21,9,50,0
47204,27,24,6,100,1
47205,8,3,7,100,0
47206,35,3,4,75,1
47207,42,11,10,75,1
47208,35,20,12,0,1
47209,33,2,11,50,1
47210,0,17,7,50,0
47211,46,27,3,0,0
47212,10,22,12,0,2
47213,10,4,5,0,1
47214,45,2,9,50,0
47215,17,17,1,0,0
47216,19,18,3,75,1
47217,32,3,2,100,1
47218,39,10,0,75,2
47219,19,22,13,50,0
47220,38,0,3,100,1
47221,12,2,7,25,1
47222,37,9,11,50,0
47223,9,6,14,100,0
47224,2,27,9,25,0
47225,14,29,7,50,0
47226,37,12,7,25,0
47227,23,7,13,50,2
47228,15,27,8,100,2
47229,46,24,3,50,0
47230,11,13,11,0,2
47231,5,2,7,25,0
47232,21,18,14,100,0
47233,32,3,11,75,1
47234,3,13,2,100,1
47235,17,1,0,100,1
47236,22,21,4,0,1
47237,38,4,12,0,1
47238,2,8,8,0,1
47239,0,21,9,25,1
47240,37,11,13,100,1
47241,9,25,7,0,0
47242,3,7,12,100,1
47243,4,11,8,0,0
47244,23,8,3,25,0
47245,42,16,9,0,0
47246,38,23,10,75,1
47247,38,11,7,0,2
47248,0,3,7,100,2
47249,43,2,13,50,0
47250,1,14,1,50,0
47251,1,23,2,0,1
47252,9,28,10,75,2
47253,44,26,4,25,0
47254,47,20,2,50,1
47255,29,4,13,100,1
47256,22,7,11,0,1
47257,4,5,2,100,2
47258,44,3,10,25,0
47259,27,24,4,0,2
47260,40,22,7,25,1
47261,4,1,7,50,1
47262,45,26,14,100,0
47263,39,22,11,0,2
47264,8,15,6,50,1
47265,12,6,12,0,0
47266,0,9,8,50,0
47267,24,24,12,50,1
47268,37,24,4,75,1
47269,31,0,14,50,2
47270,46,26,4,25,0
47271,44,11,14,50,0
47272,11,1,10,0,1
47273,13,1,14,75,2
47274,2,19,6,75,0
47275,11,6,11,25,2
47276,19,26,10,100,2
47277,20,27,12,75,1
47278,7,26,13,50,2
47279,44,3,14,100,2
47280,23,14,1,25,0
47281,30,29,1,75,0
47282,5,3,12,75,2
47283,32,4,13,25,2
47284,28,25,11,50,0
47285,31,17,13,75,0
47286,29,3,10,75,2
47287,38,27,12,100,0
47288,17,12,8,75,2
47289,45,2,11,25,1
47290,21,15,7,25,1
47291,37,3,6,75,0
47292,4,29,6,100,0
47293,1,17,12,100,1
47294,49,26,9,100,0
47295,28,10,6,75,1
47296,20,29,6,100,0
47297,46,15,0,100,0
47298,46,16,1,25,2
47299,41,26,8,0,0
47300,10,9,12,0,2
47301,33,6,6,25,2
47302,30,2,0,50,0
47303,17,12,6,25,1
47304,7,7,1,25,0
47305,36,2,9,100,1
47306,27,3,1,100,0
47307,47,8,9,0,0
47308,36,0,9,0,0
47309,34,13,1,50,2
47310,45,10,12,25,2
47311,2,15,10,100,1
47312,17,16,11,75,1
47313,2,22,3,50,2
47314,49,17,4,25,2
47315,0,8,1,25,1
47316,3,14,7,100,2
47317,47,22,14,25,2
47318,28,6,13,75,2
47319,41,0,14,0,0
47320,41,4,9,25,1
47321,3,3,14,75,2
47322,44,10,5,25,2
47323,48,15,13,50,0
47324,45,15,9,100,1
47325,48,18,11,50,1
47326,30,22,12,0,0
47327,25,19,14,100,0
47328,5,14,6,25,2
47329,2,3,1,0,2
47330,44,1,14,100,2
47331,7,1,13,50,0
47332,49,18,13,100,0
47333,18,22,12,0,0
47334,0,14,8,100,0
47335,30,25,5,100,1
47336,16,0,0,50,2
47337,21,18,3,25,2
47338,8,17,3,75,1
47339,31,0,5,25,0
47340,41,25,13,50,1
47341,40,9,0,50,0
47342,3,13,14,25,1
47343,41,22,13,100,2
47344,27,1,8,25,2
47345,47,14,11,75,0
47346,18,3,9,25,1
47347,12,14,2,25,0
47348,13,25,10,0,2
47349,36,23,4,25,2
47350,37,9,13,50,1
47351,37,16,14,25,0
47352,18,8,3,0,2
47353,39,13,5,75,1
47354,0,19,13,50,2
47355,48,4,11,0,0
47356,15,4,2,0,2
47357,24,8,5,25,2
47358,46,8,7,50,2
47359,30,29,7,50,0
47360,3,26,2,25,1
47361,32,11,8,50,2
47362,34,28,13,0,0
47363,10,0,11,25,0
47364,2,27,4,100,0
47365,3,5,9,75,2
47366,18,1,10,50,0
47367,25,4,14,50,2
47368,40,15,11,100,2
47369,20,25,6,75,2
47370,40,16,1,50,2
47371,20,17,7,25,0
47372,27,26,1,50,0
47373,26,3,9,25,0
47374,43,9,5,0,0
47375,2,16,14,0,0
47376,47,7,1,100,0
47377,10,23,7,75,2
47378,4,2,4,0,1
47379,8,1,2,0,0
47380,4,26,8,100,2
47381,18,28,8,0,2
47382,44,0,1,50,0
47383,47,1,12,50,2
47384,44,24,10,0,0
47385,48,18,8,100,0
47386,24,13,3,100,1
47387,18,1,13,50,0
47388,32,24,0,0,0
47389,28,25,5,0,0
47390,8,24,12,0,2
47391,17,21,7,25,0
47392,38,0,9,75,0
47393,22,29,7,50,1
47394,36,22,4,25,2
47395,27,25,8,0,0
47396,25,17,10,50,0
47397,41,13,13,25,0
47398,35,26,11,0,0
47399,31,26,5,25,1
47400,15,8,0,25,0
47401,3,22,14,0,1
47402,19,9,0,100,1
47403,22,8,8,100,1
47404,6,29,0,50,2
47405,2,13,5,75,0
47406,48,15,8,100,2
47407,26,0,8,75,2
47408,39,20,8,0,1
47409,11,19,13,100,0
47410,0,11,10,75,0
47411,38,26,8,75,0
47412,10,10,3,75,0
47413,15,0,7,25,1
47414,28,21,0,75,0
47415,9,8,2,0,0
47416,46,15,14,75,2
47417,6,4,13,0,2
47418,6,7,6,0,2
47419,16,20,8,50,2
47420,22,20,5,100,2
47421,0,2,4,0,1
47422,18,28,2,50,2
47423,41,24,0,25,2
47424,1,8,6,25,1
47425,26,25,2,100,1
47426,28,25,9,75,2
47427,47,21,14,50,2
47428,22,4,13,75,1
47429,42,21,6,25,1
47430,22,16,5,0,2
47431,43,24,2,0,2
47432,46,25,6,75,1
47433,14,27,12,75,2
47434,6,20,3,50,2
47435,0,7,7,100,1
47436,2,2,13,50,1
47437,22,12,5,50,2
47438,24,15,11,0,1
47439,40,8,8,75,2
47440,9,26,12,100,1
47441,43,3,5,75,0
47442,7,29,6,100,0
47443,34,24,9,75,0
47444,28,15,0,0,1
47445,5,6,5,25,2
47446,48,24,12,100,2
47447,37,23,13,25,0
47448,23,23,3,75,0
47449,41,13,3,25,1
47450,29,14,0,50,1
47451,16,18,6,75,1
47452,24,9,12,25,1
47453,4,5,1,25,1
47454,23,13,11,50,1
47455,44,8,11,25,2
47456,2,12,14,100,1
47457,36,20,8,50,2
47458,15,0,4,100,2
47459,20,4,13,25,0
47460,49,18,9,50,1
47461,10,16,9,75,2
47462,21,18,10,75,2
47463,15,0,12,0,2
47464,21,25,2,0,0
47465,19,2,6,0,2
47466,35,15,9,50,1
47467,14,11,9,75,0
47468,30,22,13,25,1
47469,5,1,1,0,2
47470,11,7,0,0,0
47471,32,19,4,50,2
47472,9,11,11,50,0
47473,34,27,3,75,1
47474,35,3,0,75,0
47475,9,6,3,75,1
47476,46,17,2,25,1
47477,0,28,9,75,0
47478,37,20,10,100,0
47479,49,19,9,75,0
47480,39,29,9,75,0
47481,28,23,8,0,1
47482,42,28,11,75,1
47483,33,13,11,0,1
47484,6,28,4,100,2
47485,5,27,11,100,2
47486,16,26,5,75,1
47487,29,16,13,50,1
47488,41,1,10,0,0
47489,36,8,6,25,2
47490,20,2,4,75,1
47491,48,29,9,0,0
47492,46,22,6,25,1
47493,21,27,4,75,1
47494,35,29,11,100,0
47495,11,7,3,75,0
47496,40,2,11,100,0
47497,5,28,3,100,1
47498,24,23,1,50,0
47499,9,5,0,25,2
47500,42,29,11,75,1
47501,29,25,7,50,2
47502,3,3,11,50,1
47503,49,4,13,25,2
47504,41,14,6,0,1
47505,14,4,7,100,1
47506,15,20,10,25,1
47507,32,14,8,0,0
47508,18,14,2,75,2
47509,32,1,5,50,0
47510,27,10,11,25,2
47511,8,26,2,0,1
47512,35,26,5,50,2
47513,24,27,13,25,2
47514,38,20,0,50,2
47515,31,9,5,50,1
47516,9,11,7,75,1
47517,17,8,5,0,0
47518,17,24,14,75,0
47519,25,23,10,25,0
47520,7,3,4,75,1
47521,12,12,1,75,0
47522,37,16,9,75,1
47523,36,28,12,50,1
47524,48,12,2,25,0
47525,7,12,5,0,1
47526,49,11,10,75,2
47527,6,13,11,25,0
47528,49,24,13,100,1
47529,7,9,11,75,0
47530,12,26,3,75,0
47531,37,7,13,50,1
47532,32,16,8,100,0
47533,4,2,3,25,1
47534,19,17,2,0,1
47535,30,8,8,0,1
47536,42,21,9,50,1
47537,38,11,12,0,1
47538,0,15,13,50,2
47539,4,28,0,0,2
47540,13,13,10,25,0
47541,2,20,5,100,2
47542,31,26,2,50,0
47543,32,22,10,100,2
47544,17,24,10,25,0
47545,31,0,8,100,2
47546,38,19,4,100,0
47547,31,16,3,50,2
47548,37,11,4,0,2
47549,2,10,9,100,1
47550,19,8,7,100,0
47551,1,22,3,50,2
47552,47,18,6,0,2
47553,32,15,6,25,1
47554,29,23,8,50,2
47555,23,12,7,50,0
47556,19,14,3,25,1
47557,35,18,3,100,2
47558,0,7,1,75,1
47559,38,16,0,50,2
47560,47,7,8,100,0
47561,37,15,7,25,2
47562,16,11,3,0,1
47563,5,2,5,75,2
47564,27,4,7,25,0
47565,9,12,14,0,2
47566,49,6,2,50,0
47567,34,7,6,25,2
47568,12,13,0,75,1
47569,28,3,4,75,2
47570,34,20,9,0,0
47571,41,14,14,100,0
47572,45,29,10,0,2
47573,47,27,9,0,1
47574,49,25,3,75,2
47575,45,12,1,25,0
47576,36,5,0,100,0
47577,5,28,14,100,2
47578,14,26,8,75,1
47579,44,28,10,50,1
47580,12,5,7,75,2
47581,15,6,5,25,1
47582,44,4,4,50,0
47583,43,10,9,0,0
47584,4,23,14,75,1
47585,30,6,3,0,0
47586,0,4,10,0,2
47587,6,29,4,0,0
47588,17,25,5,50,2
47589,12,22,7,0,0
47590,2,18,8,0,1
47591,8,1,10,75,1
47592,47,17,10,50,1
47593,25,25,14,75,2
47594,17,28,7,0,2
47595,10,27,9,75,2
47596,1,7,1,25,2
47597,36,16,6,50,2
47598,48,8,9,100,0
47599,23,4,4,100,1
47600,37,19,9,25,2
47601,1,15,13,0,1
47602,28,3,5,100,0
47603,43,8,13,0,1
47604,39,4,2,100,1
47605,41,11,7,100,2
47606,31,17,4,75,1
47607,23,22,8,25,0
47608,0,9,5,25,0
47609,44,19,14,50,2
47610,36,13,1,75,1
47611,49,10,8,75,0
47612,10,7,8,50,0
47613,40,24,3,0,0
47614,42,14,10,0,1
47615,11,3,2,50,1
47616,16,10,14,50,1
47617,0,12,3,100,1
47618,5,13,0,100,2
47619,0,9,4,75,1
47620,36,7,4,50,1
47621,12,5,5,100,0
47622,9,22,4,25,2
47623,15,18,10,75,1
47624,27,8,7,50,0
47625,4,17,1,100,2
47626,44,5,12,100,1
47627,49,12,11,0,2
47628,19,21,9,50,0
47629,32,29,6,0,1
47630,3,26,8,25,0
47631,12,21,8,0,0
47632,25,28,12,50,2
47633,23,16,13,100,0
47634,36,23,7,25,1
47635,37,27,11,0,0
47636,3,29,6,0,2
47637,36,19,1,50,0
47638,32,1,11,100,2
47639,29,25,3,75,0
47640,38,9,12,25,0
47641,36,26,1,100,1
47642,5,12,5,100,1
47643,22,0,10,25,2
47644,33,27,9,25,0
47645,6,8,3,75,0
47646,2,27,11,100,0
47647,4,20,10,25,2
47648,20,8,4,50,1
47649,17,25,6,50,0
47650,35,12,0,50,2
47651,0,13,5,0,0
47652,24,8,2,75,1
47653,44,16,10,75,1
47654,34,11,6,0,1
47655,32,28,9,25,0
47656,46,1,10,0,2
47657,21,13,7,75,2
47658,6,9,11,25,0
47659,2,22,9,75,2
47660,49,0,10,100,1
47661,6,14,5,50,1
47662,1,27,7,0,1
47663,5,20,13,100,2
47664,40,18,4,50,2
47665,16,23,6,50,2
47666,18,6,5,50,2
47667,34,26,2,25,2
47668,21,8,11,0,1
47669,13,15,6,100,2
47670,28,20,11,50,2
47671,22,13,3,50,1
47672,37,1,7,100,0
47673,46,17,4,100,1
47674,0,10,6,100,1
47675,1,29,9,0,2
47676,34,20,1,0,1
47677,14,11,9,100,0
47678,25,13,7,25,2
47679,42,28,11,100,2
47680,1,26,1,100,2
47681,28,15,14,100,2
47682,41,25,14,50,0
47683,11,2,0,75,0
47684,38,21,5,75,0
47685,26,2,3,25,1
47686,7,9,10,100,2
47687,17,15,14,100,2
47688,25,7,6,100,2
47689,33,26,6,75,0
47690,8,22,7,25,0
47691,24,19,5,75,0
47692,6,11,5,25,0
47693,26,26,2,0,0
47694,2,10,11,0,0
47695,24,22,11,0,2
47696,26,8,13,100,1
47697,26,5,9,25,2
47698,27,10,10,50,1
47699,38,15,0,50,0
47700,9,0,0,0,1
47701,41,1,8,50,1
47702,26,11,6,25,2
47703,4,5,6,0,0
47704,12,25,12,50,2
47705,14,8,2,50,0
47706,30,21,12,75,1
47707,26,13,8,75,0
47708,12,13,11,50,2
47709,40,13,11,100,2
47710,32,10,4,25,2
47711,8,26,5,50,0
47712,26,3,4,50,2
47713,1,10,6,75,0
47714,27,18,0,0,2
47715,10,18,3,0,0
47716,11,6,12,100,0
47717,35,26,13,0,1
47718,36,26,6,75,2
47719,41,25,8,75,0
47720,28,5,8,100,0
47721,45,6,5,50,2
47722,19,5,9,50,2
47723,47,21,5,100,2
47724,11,3,12,50,0
47725,29,16,0,50,2
47726,22,9,9,75,1
47727,14,19,14,100,2
47728,24,28,6,25,2
47729,45,8,7,0,1
47730,37,18,10,0,2
47731,19,10,6,75,2
47732,19,13,4,0,2
47733,17,21,10,0,0
47734,17,7,0,50,1
47735,11,10,14,0,0
47736,3,26,14,50,1
47737,20,17,10,0,2
47738,5,1,8,75,2
47739,15,21,3,0,0
47740,15,24,2,50,1
47741,5,13,9,75,2
47742,29,28,13,0,1
47743,40,28,6,100,0
47744,11,29,13,50,1
47745,30,13,4,100,2
47746,31,29,14,100,2
47747,47,8,12,50,2
47748,36,6,12,25,2
47749,14,15,1,50,0
47750,40,7,1,25,2
47751,39,6,12,50,0
47752,23,11,9,0,2
47753,2,11,14,50,1
47754,40,12,1,25,1
47755,46,25,7,0,2
47756,48,13,12,75,2
47757,36,29,3,0,1
47758,7,1,3,25,0
47759,23,4,11,100,0
47760,35,6,2,100,0
47761,0,21,6,75,2
47762,46,7,5,100,1
47763,2,26,0,75,1
47764,13,5,6,75,2
47765,35,4,5,75,0
47766,5,10,1,100,1
47767,1,21,14,50,2
47768,10,10,7,0,0
47769,6,8,11,100,0
47770,13,0,3,75,2
47771,34,12,5,50,2
47772,13,7,13,75,0
47773,49,4,7,100,0
47774,20,1,1,50,0
47775,32,0,13,75,0
47776,7,21,7,0,0
47777,23,0,7,0,2
47778,9,13,6,25,0
47779,18,26,11,25,1
47780,23,26,3,75,2
47781,47,20,8,75,0
47782,5,8,11,100,2
47783,25,11,13,75,0
47784,33,23,10,0,0
47785,37,0,6,50,0
