Employee_ID,Monthly_Salary,Performance_Score,Work_Hours_Per_Week,Projects_Handled,Training_Hours
38892,4800.0,2,37,39,10
38893,6600.0,1,33,21,71
38894,8250.0,5,50,5,6
38895,9000.0,5,51,34,53
38896,3850.0,1,38,13,65
38897,7200.0,2,42,35,80
38898,5200.0,3,37,28,24
38899,7000.0,4,59,7,68
38900,6000.0,5,41,32,36
38901,5850.0,3,55,38,5
38902,7150.0,3,56,28,93
38903,7200.0,2,59,11,17
38904,4550.0,3,41,20,88
38905,6600.0,2,38,0,71
38906,6600.0,1,45,26,45
38907,7150.0,3,32,17,4
38908,6300.0,4,43,29,84
38909,4400.0,1,55,41,55
38910,8400.0,4,41,39,58
38911,5200.0,3,34,13,33
38912,6500.0,3,37,3,10
38913,5500.0,1,41,1,83
38914,5850.0,3,40,23,92
38915,4900.0,4,54,6,25
38916,6600.0,1,60,5,36
38917,5850.0,3,38,44,8
38918,6600.0,2,50,26,40
38919,6300.0,4,51,17,77
38920,6500.0,3,54,18,11
38921,8250.0,5,38,41,22
38922,6000.0,5,32,43,6
38923,6600.0,1,37,33,90
38924,8400.0,4,47,0,85
38925,4550.0,3,36,27,37
38926,8400.0,4,41,28,33
38927,7000.0,4,38,25,20
38928,7800.0,3,52,25,30
38929,9000.0,5,41,2,0
38930,6300.0,4,36,18,27
38931,3850.0,1,53,37,83
38932,5200.0,3,36,12,79
38933,6000.0,2,56,8,29
38934,6300.0,4,40,7,10
38935,4200.0,2,56,30,56
38936,7700.0,4,59,26,14
38937,8400.0,4,44,28,93
38938,4400.0,1,57,19,8
38939,4950.0,1,37,41,2
38940,7800.0,3,50,1,1
38941,3850.0,1,56,29,23
38942,7700.0,4,46,22,60
38943,4900.0,4,40,44,85
38944,6000.0,5,35,6,32
38945,5850.0,3,47,43,59
38946,7800.0,3,30,23,65
38947,7200.0,2,32,37,45
38948,6600.0,2,55,29,43
38949,4200.0,2,48,5,9
38950,4950.0,1,35,0,63
38951,8400.0,4,44,2,86
38952,6600.0,1,43,20,36
38953,6600.0,1,51,37,80
38954,7200.0,2,58,5,4
38955,5400.0,2,50,7,65
38956,4800.0,2,49,10,64
38957,4400.0,1,57,47,77
38958,7700.0,4,54,35,81
38959,9000.0,5,56,11,86
38960,7700.0,4,48,7,29
38961,4400.0,1,36,43,72
38962,6000.0,2,31,29,14
38963,5200.0,3,44,26,97
38964,6300.0,4,38,47,30
38965,8250.0,5,60,33,45
38966,7800.0,3,40,18,72
38967,6600.0,1,36,27,28
38968,7200.0,2,59,45,87
38969,4800.0,2,51,24,33
38970,6500.0,3,60,36,33
38971,8400.0,4,41,11,21
38972,7800.0,3,53,29,50
38973,7200.0,2,60,26,61
38974,5200.0,3,42,15,76
38975,3850.0,1,60,44,64
38976,6050.0,1,52,4,5
38977,8400.0,4,40,42,9
38978,6750.0,5,34,16,19
38979,5400.0,2,34,29,99
38980,5400.0,2,49,25,46
38981,7800.0,3,48,29,79
38982,4400.0,1,52,22,7
38983,6600.0,2,33,14,62
38984,4950.0,1,39,31,56
38985,5600.0,4,53,18,11
38986,7800.0,3,52,19,5
38987,9000.0,5,38,46,33
38988,7200.0,2,59,29,34
38989,6000.0,5,51,48,43
38990,4950.0,1,41,20,86
38991,9000.0,5,40,7,46
38992,9000.0,5,44,48,0
38993,7700.0,4,41,38,74
38994,5600.0,4,40,41,68
38995,7200.0,2,49,11,66
38996,6500.0,3,53,49,46
38997,6600.0,2,44,26,60
38998,8400.0,4,36,8,55
38999,8400.0,4,60,19,82
39000,6300.0,4,36,11,13
39001,5600.0,4,50,12,86
39002,9000.0,5,51,14,62
39003,7200.0,2,40,41,53
39004,7700.0,4,54,3,79
39005,6300.0,4,32,33,61
39006,7800.0,3,57,10,68
39007,6300.0,4,42,32,66
39008,5250.0,5,36,8,66
39009,6000.0,5,60,14,51
39010,4800.0,2,33,41,5
39011,7150.0,3,54,39,90
39012,7150.0,3,45,21,4
39013,7200.0,2,56,39,86
39014,4400.0,1,56,20,94
39015,7500.0,5,37,43,95
39016,6600.0,1,34,2,14
39017,6000.0,5,48,41,48
39018,6600.0,1,35,1,55
39019,4950.0,1,56,33,49
39020,4550.0,3,55,31,55
39021,7200.0,2,30,8,40
39022,6600.0,2,60,32,13
39023,8400.0,4,32,2,70
39024,6750.0,5,51,45,18
39025,5500.0,1,30,26,5
39026,6600.0,2,43,2,58
39027,8250.0,5,53,33,4
39028,8250.0,5,47,32,15
39029,6600.0,1,32,7,3
39030,7200.0,2,45,33,74
39031,7700.0,4,43,36,60
39032,5500.0,1,57,16,57
39033,6500.0,3,52,30,72
39034,6000.0,5,30,21,9
39035,7800.0,3,37,4,25
39036,6300.0,4,32,11,83
39037,5250.0,5,38,2,52
39038,7150.0,3,56,46,60
39039,4900.0,4,47,2,90
39040,4200.0,2,45,38,5
39041,4950.0,1,50,24,20
39042,6000.0,5,51,19,40
39043,8400.0,4,55,42,41
39044,7200.0,2,49,45,14
39045,9000.0,5,37,12,95
39046,6600.0,2,32,44,61
39047,8400.0,4,32,42,56
39048,6500.0,3,34,26,3
39049,5500.0,1,44,30,16
39050,6000.0,5,52,18,10
39051,7700.0,4,50,44,9
39052,5400.0,2,53,14,72
39053,6000.0,2,58,24,24
39054,3850.0,1,37,43,87
39055,4200.0,2,49,44,26
39056,5400.0,2,60,34,86
39057,7800.0,3,31,4,60
39058,5500.0,1,55,20,46
39059,4900.0,4,33,37,6
39060,6600.0,2,46,22,99
39061,6600.0,2,53,10,6
39062,7700.0,4,59,42,14
39063,5850.0,3,44,30,79
39064,8250.0,5,43,11,95
39065,5500.0,1,42,12,79
39066,4950.0,1,56,43,40
39067,9000.0,5,45,26,50
39068,4950.0,1,34,9,48
39069,9000.0,5,39,1,37
39070,5850.0,3,39,10,34
39071,4900.0,4,53,13,25
39072,7800.0,3,51,9,58
39073,5850.0,3,46,47,88
39074,5400.0,2,50,0,5
39075,9000.0,5,57,13,45
39076,5850.0,3,53,38,67
39077,6600.0,1,58,40,94
39078,5500.0,1,51,35,28
39079,5250.0,5,57,30,14
39080,4950.0,1,47,21,73
39081,5250.0,5,42,39,73
39082,6050.0,1,36,23,70
39083,6050.0,1,46,26,96
39084,6500.0,3,56,36,62
39085,6000.0,2,57,24,65
39086,6000.0,5,50,13,29
39087,4900.0,4,53,9,35
39088,5250.0,5,34,45,68
39089,6300.0,4,33,22,99
39090,8400.0,4,37,36,39
39091,4400.0,1,34,7,66
39092,3850.0,1,41,10,85
39093,5200.0,3,43,9,76
39094,7200.0,2,54,26,75
39095,5600.0,4,56,44,41
39096,6750.0,5,44,14,37
39097,7200.0,2,30,25,13
39098,4900.0,4,41,21,33
39099,5850.0,3,57,16,51
39100,8400.0,4,32,20,33
39101,6600.0,2,32,3,85
39102,6600.0,2,39,6,95
39103,4900.0,4,48,45,25
39104,4800.0,2,45,45,63
39105,5850.0,3,44,18,98
39106,6600.0,1,41,32,27
39107,9000.0,5,58,45,62
39108,6300.0,4,59,15,3
39109,5400.0,2,55,8,84
39110,4800.0,2,52,19,11
39111,7800.0,3,56,12,92
39112,8400.0,4,59,42,35
39113,6600.0,1,35,49,19
39114,7800.0,3,34,26,27
39115,3850.0,1,30,11,40
39116,7200.0,2,42,1,69
39117,5600.0,4,59,1,41
39118,6750.0,5,35,32,15
39119,6750.0,5,55,26,52
39120,5600.0,4,47,23,37
39121,9000.0,5,60,44,42
39122,8400.0,4,39,7,94
39123,5500.0,1,35,47,6
39124,5500.0,1,48,32,5
39125,5200.0,3,37,22,71
39126,7150.0,3,52,44,60
39127,7800.0,3,37,24,18
39128,6000.0,2,60,4,37
39129,6750.0,5,56,1,22
39130,8400.0,4,48,41,51
39131,5500.0,1,56,0,75
39132,8250.0,5,34,0,72
39133,6050.0,1,52,13,88
39134,4200.0,2,42,8,98
39135,6600.0,1,57,0,64
39136,3850.0,1,47,34,96
39137,5250.0,5,52,37,87
39138,6300.0,4,34,44,83
39139,8400.0,4,39,8,84
39140,8250.0,5,43,16,63
39141,7500.0,5,42,35,34
39142,4550.0,3,34,28,59
39143,9000.0,5,30,48,16
39144,4200.0,2,49,17,4
39145,6600.0,1,43,1,12
39146,9000.0,5,32,20,13
39147,6600.0,1,42,39,42
39148,6600.0,2,31,27,33
39149,8400.0,4,39,22,97
39150,4550.0,3,30,26,34
39151,5850.0,3,53,24,49
39152,7150.0,3,60,0,81
39153,8400.0,4,32,16,77
39154,4950.0,1,60,16,84
39155,6600.0,1,53,13,41
39156,7800.0,3,49,9,54
39157,8400.0,4,41,19,99
39158,6300.0,4,56,29,61
39159,6050.0,1,43,36,89
39160,7200.0,2,37,22,76
39161,6000.0,5,33,4,63
39162,4200.0,2,47,40,35
39163,5400.0,2,53,22,32
39164,4800.0,2,55,30,56
39165,7800.0,3,40,12,20
39166,5250.0,5,59,33,88
39167,5850.0,3,32,49,41
39168,4400.0,1,59,19,7
39169,7200.0,2,43,20,83
39170,8400.0,4,51,42,14
39171,6500.0,3,32,40,86
39172,7200.0,2,56,16,26
39173,7700.0,4,56,19,85
39174,6500.0,3,45,30,23
39175,5850.0,3,58,40,5
39176,7800.0,3,41,49,68
39177,6750.0,5,40,20,50
39178,6050.0,1,39,35,29
39179,8400.0,4,60,34,40
39180,6000.0,2,59,31,37
39181,7200.0,2,54,45,68
39182,7200.0,2,35,0,32
39183,6000.0,2,34,24,68
39184,6050.0,1,56,12,84
39185,5600.0,4,54,29,39
39186,8250.0,5,34,3,11
39187,5500.0,1,46,43,85
39188,5850.0,3,40,41,41
39189,6000.0,2,59,15,55
39190,6750.0,5,31,10,38
39191,5400.0,2,54,33,27
39192,6050.0,1,60,32,55
39193,4900.0,4,50,33,75
39194,6000.0,5,32,9,50
39195,5400.0,2,46,29,75
39196,7700.0,4,33,21,23
39197,7800.0,3,60,35,44
39198,7000.0,4,48,27,96
39199,6300.0,4,51,8,82
39200,7500.0,5,54,23,15
39201,5600.0,4,53,9,59
39202,7150.0,3,54,24,8
39203,5200.0,3,55,22,5
39204,7800.0,3,47,5,97
39205,4800.0,2,35,39,38
39206,6750.0,5,56,12,60
39207,5400.0,2,49,36,84
39208,6050.0,1,39,26,10
39209,6600.0,2,34,43,14
39210,4400.0,1,41,34,50
39211,8250.0,5,50,12,33
39212,6000.0,5,32,47,29
39213,6050.0,1,58,41,37
39214,4200.0,2,30,4,2
39215,4400.0,1,56,19,0
39216,6500.0,3,39,34,48
39217,6750.0,5,36,1,36
39218,7150.0,3,32,48,67
39219,7800.0,3,47,10,24
39220,5200.0,3,49,48,80
39221,7700.0,4,44,6,93
39222,3850.0,1,31,11,40
39223,4550.0,3,51,42,31
39224,5600.0,4,57,39,23
39225,6600.0,1,49,1,23
39226,8250.0,5,37,17,34
39227,6000.0,5,31,16,66
39228,6600.0,2,36,19,52
39229,6750.0,5,48,45,2
39230,4900.0,4,39,36,51
39231,4400.0,1,36,38,44
39232,5400.0,2,60,21,1
39233,7200.0,2,34,37,24
39234,7500.0,5,59,17,41
39235,5400.0,2,53,1,50
39236,7000.0,4,30,27,22
39237,6600.0,1,57,15,79
39238,3850.0,1,59,33,77
39239,9000.0,5,35,9,83
39240,6600.0,2,33,46,2
39241,6600.0,1,30,37,30
39242,6600.0,1,31,34,71
39243,6600.0,1,56,18,29
39244,7150.0,3,30,12,1
39245,7150.0,3,56,10,58
39246,7800.0,3,58,19,31
39247,6000.0,2,47,4,54
39248,4950.0,1,30,10,55
39249,6600.0,1,50,0,27
39250,4800.0,2,43,13,31
39251,5600.0,4,52,24,93
39252,7000.0,4,48,48,90
39253,9000.0,5,37,3,46
39254,6500.0,3,46,48,11
39255,9000.0,5,32,27,46
39256,3850.0,1,50,31,73
39257,7800.0,3,53,11,5
39258,3850.0,1,40,41,34
39259,9000.0,5,38,49,92
39260,3850.0,1,55,7,36
39261,4200.0,2,35,5,44
39262,4200.0,2,60,9,59
39263,6050.0,1,57,29,40
39264,7200.0,2,42,49,97
39265,7000.0,4,46,47,3
39266,5400.0,2,51,45,95
39267,9000.0,5,48,43,74
39268,4950.0,1,50,48,89
39269,7800.0,3,43,32,48
39270,6050.0,1,41,33,37
39271,5250.0,5,30,34,93
39272,6000.0,2,55,31,80
39273,6500.0,3,44,20,82
39274,7800.0,3,49,3,74
39275,8400.0,4,30,8,62
39276,7800.0,3,38,21,48
39277,6600.0,2,60,11,63
39278,8250.0,5,49,19,58
39279,6600.0,1,52,27,7
39280,9000.0,5,41,47,5
39281,5600.0,4,46,20,97
39282,4550.0,3,50,49,71
39283,7000.0,4,51,16,89
39284,7000.0,4,30,15,64
39285,6000.0,5,32,28,94
39286,7200.0,2,53,37,45
39287,8400.0,4,30,27,73
39288,5500.0,1,31,29,12
39289,9000.0,5,56,38,68
39290,6300.0,4,39,11,67
39291,6000.0,5,50,38,36
39292,7150.0,3,60,41,6
39293,4950.0,1,57,15,62
39294,7200.0,2,53,41,97
39295,6600.0,2,41,34,88
39296,4400.0,1,43,29,25
39297,8400.0,4,57,33,36
39298,4200.0,2,44,10,5
39299,7500.0,5,54,3,42
39300,6050.0,1,47,0,20
39301,6000.0,5,60,43,73
39302,5500.0,1,38,38,27
39303,6600.0,2,60,2,63
39304,7150.0,3,47,42,90
39305,6600.0,2,57,8,57
39306,5200.0,3,43,7,89
39307,7150.0,3,36,47,43
39308,9000.0,5,52,3,1
39309,9000.0,5,53,42,35
39310,8250.0,5,53,28,27
39311,6600.0,2,35,24,4
39312,5400.0,2,31,42,86
39313,6500.0,3,51,42,25
39314,9000.0,5,54,6,30
39315,7000.0,4,49,18,50
39316,9000.0,5,38,13,72
39317,8400.0,4,42,8,25
39318,4900.0,4,49,7,76
39319,7200.0,2,43,22,6
39320,6750.0,5,50,25,42
39321,9000.0,5,59,45,17
39322,4900.0,4,49,18,78
39323,4950.0,1,48,6,25
39324,6050.0,1,53,13,76
39325,7700.0,4,52,40,68
39326,8400.0,4,46,28,7
39327,6300.0,4,33,1,29
39328,6600.0,1,30,44,79
39329,6600.0,1,39,34,93
39330,6750.0,5,33,16,91
39331,7000.0,4,58,41,67
39332,6500.0,3,46,30,69
39333,6600.0,2,60,31,8
39334,7150.0,3,50,32,77
39335,5500.0,1,45,37,5
39336,5600.0,4,48,30,38
39337,7000.0,4,55,14,97
39338,6600.0,2,60,33,23
39339,7500.0,5,44,5,52
39340,7800.0,3,36,10,46
39341,6050.0,1,55,20,13
39342,5600.0,4,46,2,53
39343,5400.0,2,56,8,2
39344,4900.0,4,46,24,14
39345,7700.0,4,53,18,15
39346,4400.0,1,44,21,46
39347,7500.0,5,33,13,61
39348,7200.0,2,49,9,16
39349,6600.0,2,58,44,6
39350,7200.0,2,56,23,49
39351,4950.0,1,51,32,26
39352,6050.0,1,56,10,61
39353,7500.0,5,49,23,56
39354,4400.0,1,52,29,72
39355,5250.0,5,59,28,51
39356,7000.0,4,57,20,9
39357,4200.0,2,42,21,14
39358,4950.0,1,35,38,50
39359,8400.0,4,54,49,62
39360,6750.0,5,46,31,36
39361,5500.0,1,42,2,80
39362,4800.0,2,53,41,56
39363,5200.0,3,58,16,29
39364,6750.0,5,47,35,34
39365,7000.0,4,46,12,16
39366,6600.0,1,56,40,34
39367,6600.0,1,58,35,16
39368,5250.0,5,40,29,50
39369,5400.0,2,51,0,16
39370,4900.0,4,54,14,74
39371,5500.0,1,41,48,13
39372,7800.0,3,59,35,76
39373,4550.0,3,40,12,45
39374,5400.0,2,42,37,30
39375,5600.0,4,55,11,47
39376,6500.0,3,36,34,16
39377,8250.0,5,30,17,1
39378,6750.0,5,30,21,7
39379,7000.0,4,30,33,79
39380,7000.0,4,56,24,83
39381,5250.0,5,30,26,79
39382,6000.0,2,54,36,43
39383,7700.0,4,60,41,36
39384,4800.0,2,55,10,93
39385,9000.0,5,37,23,47
39386,4400.0,1,36,24,71
39387,7150.0,3,51,41,28
39388,7800.0,3,51,40,32
39389,4400.0,1,60,13,83
39390,6750.0,5,49,5,9
39391,6000.0,5,40,1,96
39392,6750.0,5,41,24,43
39393,7700.0,4,45,45,43
39394,6600.0,2,39,39,66
39395,4200.0,2,59,25,2
39396,4200.0,2,49,28,92
39397,3850.0,1,36,4,2
39398,6050.0,1,47,32,31
39399,6600.0,1,53,45,28
39400,5250.0,5,58,27,12
39401,9000.0,5,55,36,0
39402,4950.0,1,47,11,46
39403,6600.0,2,52,27,24
39404,5600.0,4,42,16,3
39405,7800.0,3,52,1,95
39406,4200.0,2,32,42,83
39407,7700.0,4,53,39,10
39408,8250.0,5,48,25,59
39409,7800.0,3,48,4,18
39410,7200.0,2,51,43,17
39411,6600.0,1,45,35,59
39412,5600.0,4,35,5,27
39413,5200.0,3,34,34,4
39414,6600.0,2,35,34,79
39415,7500.0,5,56,42,59
39416,6300.0,4,47,43,0
39417,4950.0,1,49,17,5
39418,4950.0,1,50,43,43
39419,5500.0,1,52,24,22
39420,6000.0,5,50,13,68
39421,7200.0,2,60,12,63
39422,8400.0,4,35,44,4
39423,6750.0,5,58,16,71
39424,6000.0,5,46,36,85
39425,5600.0,4,54,48,41
39426,5600.0,4,47,30,78
39427,5400.0,2,57,22,83
39428,4900.0,4,40,3,2
39429,6600.0,1,41,33,55
39430,6050.0,1,56,31,74
39431,4200.0,2,57,34,83
39432,7800.0,3,44,15,35
39433,5400.0,2,58,46,41
39434,5400.0,2,30,20,23
39435,9000.0,5,34,23,81
39436,5250.0,5,53,16,6
39437,7000.0,4,57,37,23
39438,9000.0,5,60,8,3
39439,7200.0,2,39,38,3
39440,7800.0,3,41,44,12
39441,6600.0,2,44,40,41
39442,4400.0,1,46,38,69
39443,9000.0,5,33,14,34
39444,6600.0,1,38,5,86
39445,7200.0,2,41,19,33
39446,6000.0,5,47,33,87
39447,7700.0,4,57,32,64
39448,7150.0,3,44,47,38
39449,7000.0,4,41,28,16
39450,3850.0,1,55,4,21
39451,5200.0,3,46,9,4
39452,6750.0,5,31,46,82
39453,7200.0,2,53,7,19
39454,7200.0,2,47,45,59
39455,7800.0,3,36,32,41
39456,3850.0,1,42,18,8
39457,5600.0,4,48,25,56
39458,6050.0,1,41,23,6
39459,9000.0,5,47,24,21
39460,9000.0,5,45,9,64
39461,7800.0,3,36,9,59
39462,8400.0,4,35,1,27
39463,4800.0,2,30,45,78
39464,6000.0,5,37,44,66
39465,7200.0,2,52,5,83
39466,8400.0,4,42,31,15
39467,6600.0,1,56,8,12
39468,5600.0,4,34,16,55
39469,5200.0,3,51,35,4
39470,5200.0,3,38,42,60
39471,7800.0,3,35,40,2
39472,9000.0,5,52,38,1
39473,9000.0,5,36,5,68
39474,6050.0,1,34,38,98
39475,4950.0,1,59,29,37
39476,4800.0,2,46,43,0
39477,9000.0,5,39,3,24
39478,4550.0,3,48,36,21
39479,4900.0,4,56,41,73
39480,6000.0,2,36,30,40
39481,6500.0,3,56,17,54
39482,3850.0,1,30,8,94
39483,3850.0,1,51,33,68
39484,8250.0,5,57,22,5
39485,7150.0,3,47,38,33
39486,6750.0,5,37,45,74
39487,6500.0,3,50,32,41
39488,4400.0,1,52,13,7
39489,5200.0,3,54,6,75
39490,8400.0,4,35,14,51
39491,8400.0,4,30,3,5
39492,8400.0,4,34,25,98
39493,7200.0,2,55,47,73
39494,7500.0,5,47,5,26
39495,3850.0,1,32,22,17
39496,8400.0,4,47,34,97
39497,9000.0,5,38,17,88
39498,7500.0,5,42,20,54
39499,6500.0,3,33,8,97
39500,7200.0,2,54,13,69
39501,4400.0,1,52,9,73
39502,7000.0,4,37,5,10
39503,4900.0,4,46,34,66
39504,4550.0,3,49,46,40
39505,5400.0,2,36,1,79
39506,3850.0,1,47,17,32
39507,7000.0,4,40,27,91
39508,6600.0,1,47,46,36
39509,6000.0,2,33,26,12
39510,6600.0,1,32,23,20
39511,7500.0,5,40,21,64
39512,5250.0,5,37,32,6
39513,7000.0,4,36,19,74
39514,5250.0,5,33,13,19
39515,6000.0,5,55,18,21
39516,6050.0,1,38,0,19
39517,9000.0,5,50,13,24
39518,8400.0,4,50,18,65
39519,6000.0,2,58,15,26
39520,7150.0,3,36,4,27
39521,8400.0,4,50,34,86
39522,9000.0,5,56,11,99
39523,8250.0,5,36,33,19
39524,8400.0,4,35,12,60
39525,7800.0,3,30,18,0
39526,7800.0,3,49,38,97
39527,6600.0,1,60,46,27
39528,6750.0,5,33,45,86
39529,4950.0,1,59,28,35
39530,9000.0,5,52,6,92
39531,6300.0,4,33,24,93
39532,4800.0,2,38,6,9
39533,6500.0,3,31,14,10
39534,4950.0,1,40,36,41
39535,7500.0,5,58,3,97
39536,4800.0,2,36,8,7
39537,6600.0,2,59,28,51
39538,6300.0,4,60,17,74
39539,7800.0,3,57,30,5
39540,7200.0,2,31,48,24
39541,9000.0,5,42,49,94
39542,6000.0,5,55,44,48
39543,7200.0,2,43,3,9
39544,7000.0,4,37,23,15
39545,7800.0,3,36,25,96
39546,6600.0,1,39,8,96
39547,5200.0,3,32,49,18
39548,4900.0,4,40,36,10
39549,6600.0,1,48,15,70
39550,6600.0,1,38,44,75
39551,6750.0,5,57,24,40
39552,9000.0,5,50,44,34
39553,9000.0,5,31,34,92
39554,7200.0,2,57,7,85
39555,4400.0,1,41,35,36
39556,9000.0,5,32,18,23
39557,4400.0,1,40,13,42
39558,7200.0,2,56,4,28
39559,5400.0,2,41,37,52
39560,6500.0,3,35,21,84
39561,9000.0,5,54,49,12
39562,4400.0,1,32,38,88
39563,5600.0,4,39,46,97
39564,9000.0,5,45,39,41
39565,5850.0,3,49,1,86
39566,8400.0,4,35,16,83
39567,7700.0,4,42,39,60
39568,5400.0,2,51,42,37
39569,6750.0,5,47,47,50
39570,5600.0,4,46,33,24
39571,7000.0,4,47,43,49
39572,8400.0,4,56,38,64
39573,5600.0,4,60,42,94
39574,8250.0,5,47,10,31
39575,9000.0,5,52,16,13
39576,6000.0,2,60,30,13
39577,6500.0,3,49,13,46
39578,6000.0,5,51,0,56
39579,7150.0,3,57,2,65
39580,6050.0,1,43,36,1
39581,4400.0,1,38,28,42
39582,4400.0,1,56,26,91
39583,5600.0,4,36,29,45
39584,7500.0,5,43,8,91
39585,8250.0,5,55,43,27
39586,6600.0,2,43,10,49
39587,7800.0,3,43,9,60
39588,8250.0,5,56,21,46
39589,4550.0,3,35,33,61
39590,8250.0,5,30,23,13
39591,5850.0,3,38,47,48
39592,8250.0,5,41,6,10
39593,4800.0,2,39,39,70
39594,4200.0,2,43,37,50
39595,6050.0,1,50,48,71
39596,8250.0,5,30,34,31
39597,6600.0,1,43,29,23
39598,7200.0,2,57,37,9
39599,7500.0,5,40,12,97
39600,7000.0,4,52,17,83
39601,9000.0,5,57,47,9
39602,4800.0,2,40,42,44
39603,4550.0,3,34,25,4
39604,9000.0,5,37,13,85
39605,4400.0,1,58,39,83
39606,7000.0,4,37,44,84
39607,6000.0,2,44,0,12
39608,6000.0,5,53,16,24
39609,7150.0,3,50,17,45
39610,7200.0,2,50,13,90
39611,6600.0,2,33,39,90
39612,3850.0,1,33,38,19
39613,4200.0,2,55,16,45
39614,4200.0,2,49,34,86
39615,6300.0,4,46,28,27
39616,5500.0,1,47,45,39
39617,3850.0,1,30,21,93
39618,9000.0,5,44,9,64
39619,5850.0,3,57,1,0
39620,6600.0,1,48,17,14
39621,7200.0,2,47,7,76
39622,5850.0,3,49,21,70
39623,6750.0,5,34,21,93
39624,6750.0,5,39,47,42
39625,6300.0,4,44,21,26
39626,4900.0,4,51,36,18
39627,6500.0,3,59,15,45
39628,6600.0,2,44,11,79
39629,6750.0,5,55,23,41
39630,7200.0,2,60,15,53
39631,6600.0,1,57,6,27
39632,4800.0,2,44,13,91
39633,7000.0,4,50,26,84
39634,5850.0,3,56,3,94
39635,4900.0,4,44,4,72
39636,8400.0,4,47,23,97
39637,6000.0,2,33,33,48
39638,4800.0,2,40,47,67
39639,6000.0,5,42,3,74
39640,5200.0,3,33,2,44
39641,6000.0,5,38,1,30
39642,7200.0,2,53,12,18
39643,7200.0,2,35,6,87
39644,7500.0,5,56,31,44
39645,9000.0,5,37,36,12
39646,6750.0,5,48,5,95
39647,6000.0,2,56,28,71
39648,7000.0,4,59,24,84
39649,7000.0,4,52,27,8
39650,8400.0,4,46,18,70
39651,4200.0,2,42,16,63
39652,6600.0,1,38,36,35
39653,6000.0,2,57,44,61
39654,6000.0,2,41,28,32
39655,8400.0,4,33,31,74
39656,7800.0,3,53,31,88
39657,4550.0,3,57,43,98
39658,6300.0,4,48,8,66
39659,6600.0,2,40,37,28
39660,4550.0,3,33,30,74
39661,5400.0,2,43,34,7
39662,5250.0,5,60,13,90
39663,7200.0,2,48,2,22
39664,6600.0,1,33,7,80
39665,6600.0,1,40,9,73
39666,6300.0,4,55,42,67
39667,7700.0,4,59,25,15
39668,4550.0,3,48,43,36
39669,7000.0,4,48,42,79
39670,7500.0,5,47,25,97
39671,6600.0,2,57,17,41
39672,4950.0,1,34,45,77
39673,4200.0,2,45,47,61
39674,4200.0,2,38,36,67
39675,6050.0,1,49,2,22
39676,4950.0,1,59,19,77
39677,5500.0,1,42,28,20
39678,5600.0,4,55,20,13
39679,6600.0,1,47,18,16
39680,3850.0,1,43,7,93
39681,8250.0,5,34,11,47
39682,4200.0,2,51,46,94
39683,6750.0,5,38,35,9
39684,8400.0,4,31,30,39
39685,3850.0,1,44,40,7
39686,6750.0,5,55,36,56
39687,9000.0,5,38,19,12
39688,8400.0,4,55,22,21
39689,6050.0,1,47,25,3
39690,6500.0,3,54,2,74
39691,3850.0,1,57,7,55
39692,7150.0,3,55,20,74
39693,6000.0,5,54,46,49
39694,7800.0,3,51,17,50
39695,5200.0,3,47,36,88
39696,9000.0,5,33,39,97
39697,5250.0,5,43,2,72
39698,3850.0,1,44,23,6
39699,6000.0,2,50,17,91
39700,4800.0,2,40,15,85
39701,7200.0,2,59,22,99
39702,6000.0,2,42,10,20
39703,4950.0,1,32,33,98
39704,4900.0,4,56,4,88
39705,7150.0,3,46,7,56
39706,9000.0,5,60,33,69
39707,7800.0,3,51,32,34
39708,7800.0,3,60,1,13
39709,9000.0,5,39,38,43
39710,6300.0,4,56,4,80
39711,6600.0,1,49,40,45
39712,6600.0,1,34,40,82
39713,6750.0,5,38,17,87
39714,7000.0,4,35,37,41
39715,6050.0,1,42,40,82
39716,9000.0,5,46,23,4
39717,6600.0,2,30,3,12
39718,6600.0,1,34,12,22
39719,5600.0,4,43,32,85
39720,4950.0,1,36,12,37
39721,7150.0,3,39,35,91
39722,6600.0,2,36,34,24
39723,7700.0,4,38,25,22
39724,5250.0,5,57,14,56
39725,5250.0,5,46,40,34
39726,6600.0,2,56,47,95
39727,5400.0,2,54,27,92
39728,8400.0,4,43,16,45
39729,6050.0,1,41,25,89
39730,7000.0,4,54,0,79
39731,4400.0,1,59,10,53
39732,4800.0,2,30,18,80
39733,6500.0,3,49,9,23
39734,6600.0,2,42,27,99
39735,3850.0,1,56,12,3
39736,6300.0,4,45,35,16
39737,4800.0,2,45,21,34
39738,7200.0,2,49,21,41
39739,6050.0,1,50,47,99
39740,5200.0,3,33,0,82
39741,9000.0,5,52,27,13
39742,5850.0,3,42,36,85
39743,8250.0,5,45,8,0
39744,6300.0,4,34,10,99
39745,7000.0,4,43,44,44
39746,6050.0,1,51,33,99
39747,7800.0,3,42,1,22
39748,4200.0,2,43,19,8
39749,4800.0,2,41,39,97
39750,7200.0,2,49,7,53
39751,7200.0,2,35,11,78
39752,7800.0,3,30,15,28
39753,6750.0,5,52,17,14
39754,7800.0,3,43,17,38
39755,7200.0,2,44,18,63
39756,7000.0,4,35,6,38
39757,7500.0,5,54,43,61
39758,7800.0,3,47,47,27
39759,7500.0,5,56,41,0
39760,6050.0,1,44,7,35
39761,6750.0,5,36,0,13
39762,6600.0,1,40,25,97
